document	sentences	fast	slow	slow1	slow2	hwc	exclude_conflict	hwc1	compete2	resource1	competition2	ipcc	co_slow	co_hwc	co_resourcecompetition	doc_ipcc	1.1. fast climate onset	1.2. slow climate onset	2.1. human-wildlife conflict and fast climate onset	2.2. human-wildlife conflict and slow climate onset	3.1. human-wildlife conflict and natural resource competition	4.1. wild life conflict in articles that mention ipcc	1. climate change	2. climate change and human wild life conflict	3. resource competition and human-wild life conflict	4. wild life conflict in articles that mention ipcc
wikiClimate_change	[179] extremely wet or dry events within the monsoon period have increased in india and east asia.	True	False	True	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	[180] monsoonal precipitation over the northern hemisphere has increased since 1980.	True	False	True	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	[181] the rainfall rate and intensity of hurricanes and typhoons is likely increasing,[182] and the geographic range likely expanding poleward in response to climate warming.	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[183] frequency of tropical cyclones has not increased as a result of climate change.	True	True	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[184]
historical sea level reconstruction and projections up to 2100 published in 2017 by the u.s."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"global change research program[185]
global sea level is rising as a consequence of thermal expansion and the melting of glaciers and ice sheets."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	between 1993 and 2020, the rise increased over time, averaging 3.3 â± 0.3 mm per year.	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[186] over the 21st century, the ipcc projects 32â62 cm of sea level rise under a low emission scenario, 44â76 cm under an intermediate one and 65â101 cm under a very high emission scenario.	False	True	True	False	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[187] marine ice sheet instability processes in antarctica may add substantially to these values,[188] including the possibility of a 2-meter sea level rise by 2100 under high emissions.	False	True	True	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[189]
climate change has led to decades of shrinking and thinning of the arctic sea ice."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[190] while ice-free summers are expected to be rare at 1.5 â°c degrees of warming, they are set to occur once every three to ten years at a warming level of 2 â°c.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[191] higher atmospheric co2 concentrations cause more co2 to dissolve in the oceans, which is making them more acidic.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[192] because oxygen is less soluble in warmer water,[193] its concentrations in the ocean are decreasing, and dead zones are expanding.	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[194]
tipping points and long-term impacts
different levels of global warming may cause different parts of earth's climate system to reach tipping points that cause transitions to different states."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[195][196]
main article: tipping points in the climate system
greater degrees of global warming increase the risk of passing through 'tipping points'âthresholds beyond which certain major impacts can no longer be avoided even if temperatures return to their previous state."	False	True	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[197][198] for instance, the greenland ice sheet is already melting, but if global warming reaches levels between 1.7 â°c and 2.3 â°c, its melting will continue until it fully disappears.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	if the warming is later reduced to 1.5 â°c or less, it will still lose a lot more ice than if the warming was never allowed to reach the threshold in the first place.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[199] while the ice sheets would melt over millennia, other tipping points would occur faster and give societies less time to respond.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	the collapse of major ocean currents like the atlantic meridional overturning circulation (amoc), and irreversible damage to key ecosystems like the amazon rainforest and coral reefs can unfold in a matter of decades.	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[196]
the long-term effects of climate change on oceans include further ice melt, ocean warming, sea level rise, ocean acidification and ocean deoxygenation."	False	True	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[200] the timescale of long-term impacts are centuries to millennia due to co2's long atmospheric lifetime.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[201] when net emissions stabilise surface air temperatures will also stabilise, but oceans and ice caps will continue to absorb excess heat from the atmosphere.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	the result is an estimated total sea level rise of 2.3 metres per degree celsius (4.2 ft/â°f) after 2000 years.	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[202] oceanic co2 uptake is slow enough that ocean acidification will also continue for hundreds to thousands of years.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[203] deep oceans (below 2,000 metres (6,600 ft)) are also already committed to losing over 10% of their dissolved oxygen by the warming which occurred to date.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[204] further, west antarctic ice sheet appears committed to practically irreversible melting, which would increase the sea levels by at least 3.3 m (10 ft 10 in) over approximately 2000 years.	False	False	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[196][205][206][207][208][209][210][211]
nature and wildlife
further information: effects of climate change on oceans and effects of climate change on biomes
recent warming has driven many terrestrial and freshwater species poleward and towards higher altitudes."	False	True	False	True	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[212] higher atmospheric co2 levels and an extended growing season have resulted in global greening.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	however, heatwaves and drought have reduced ecosystem productivity in some regions.	True	False	False	True	False	False	True	False	True	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	the future balance of these opposing effects is unclear.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[213] climate change has contributed to the expansion of drier climate zones, such as the expansion of deserts in the subtropics.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[214] the size and speed of global warming is making abrupt changes in ecosystems more likely.	False	True	False	True	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[215] overall, it is expected that climate change will result in the extinction of many species.	False	True	False	True	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[216]
the oceans have heated more slowly than the land, but plants and animals in the ocean have migrated towards the colder poles faster than species on land."	False	False	False	True	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[217] just as on land, heat waves in the ocean occur more frequently due to climate change, harming a wide range of organisms such as corals, kelp, and seabirds.	False	True	False	True	False	False	False	True	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[218] ocean acidification makes it harder for marine calcifying organisms such as mussels, barnacles and corals to produce shells and skeletons; and heatwaves have bleached coral reefs.	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[219] harmful algal blooms enhanced by climate change and eutrophication lower oxygen levels, disrupt food webs and cause great loss of marine life.	False	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[220] coastal ecosystems are under particular stress.	False	False	False	False	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	almost half of global wetlands have disappeared due to climate change and other human impacts.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[221]
climate change impacts on the environment
    underwater photograph of branching coral that is bleached white
    ecological collapse."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	coral bleaching from thermal stress has damaged the great barrier reef and threatens coral reefs worldwide.	False	True	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[222]
    photograph of evening in a valley settlement."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	the skyline in the hills beyond is lit up red from the fires.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	extreme weather.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	drought and high temperatures worsened the 2020 bushfires in australia.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	"[223]
    the green landscape is interrupted by a huge muddy scar where the ground has subsided."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	arctic warming.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	permafrost thaws undermine infrastructure and release methane, a greenhouse gas.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[155]
    an emaciated polar bear stands atop the remains of a melting ice floe."	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	habitat destruction.	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	many arctic animals rely on sea ice, which has been disappearing in a warming arctic.	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[224]
    photograph of a large area of forest."	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	the green trees are interspersed with large patches of damaged or dead trees turning purple-brown and light red.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	pest propagation.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	mild winters allow more pine beetles to survive to kill large swaths of forest.	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[225]
humans
main article: effects of climate change
extreme weather will be progressively more common as the earth warms."	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[226]
the effects of climate change are impacting humans everywhere in the world."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[227] impacts can be observed on all continents and ocean regions,[228] with low-latitude, less developed areas facing the greatest risk.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[229] continued warming has potentially ""severe, pervasive and irreversible impacts"" for people and ecosystems."	False	False	False	True	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[230] the risks are unevenly distributed, but are generally greater for disadvantaged people in developing and developed countries.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[231]
food and health
main articles: effects of climate change on agriculture â§ global food security and undernutrition, and effects of climate change on human health
the world health organization (who) calls climate change the greatest threat to global health in the 21st century."	False	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[232] extreme weather leads to injury and loss of life.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	[233] various infectious diseases are more easily transmitted in a warmer climate, such as dengue fever and malaria.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[234] crop failures can lead to food shortages and malnutrition, particularly effecting children.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[235] both children and older people are vulnerable to extreme heat.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[236] the who has estimated that between 2030 and 2050, climate change would cause around 250,000 additional deaths per year.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	they assessed deaths from heat exposure in elderly people, increases in diarrhea, malaria, dengue, coastal flooding, and childhood malnutrition.	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[237] by 2100, 50% to 75% of the global population may face climate conditions that are life-threatening due to combined effects of extreme heat and humidity.	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[238]
climate change is affecting food security."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	it has caused reduction in global yields of maize, wheat, and soybeans between 1981 and 2010.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[239] future warming could further reduce global yields of major crops.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[240] crop production will probably be negatively affected in low-latitude countries, while effects at northern latitudes may be positive or negative.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[241] up to an additional 183 million people worldwide, particularly those with lower incomes, are at risk of hunger as a consequence of these impacts.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[242] climate change also impacts fish populations.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	globally, less will be available to be fished.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[243] regions dependent on glacier water, regions that are already dry, and small islands have a higher risk of water stress due to climate change.	False	True	False	True	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[244]
livelihoods and inequality
further information: economic analysis of climate change and climate security
economic damages due to climate change may be severe and there is a chance of disastrous consequences."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[245] severe impacts are expected in south-east asia and sub-saharan africa, where most of the local inhabitants are dependent upon natural and agricultural resources.	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[246][247] heat stress can prevent outdoor labourers from working.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	if warming reaches 4 â°c then labour capacity in those regions could be reduced by 30 to 50%.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[248] the world bank estimates that between 2016 and 2030, climate change could drive over 120 million people into extreme poverty without adaptation.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[249]
inequalities based on wealth and social status have worsened due to climate change."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[250] major difficulties in mitigating, adapting, and recovering to climate shocks are faced by marginalised people who have less control over resources.	False	False	False	True	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[251][246] indigenous people, who are subsistent on their land and ecosystems, will face endangerment to their wellness and lifestyles due to climate change.	False	True	False	True	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[252] an expert elicitation concluded that the role of climate change in armed conflict has been small compared to factors such as socio-economic inequality and state capabilities.	False	True	False	True	False	True	False	True	False	True	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[253]
while women are not inherently more at risk from climate change and shocks, limits on women's resources and discriminatory gender norms constrain their adaptive capacity and resilience."	False	True	False	True	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[254] for example, women's work burdens, including hours worked in agriculture, tend to decline less than men's during climate shocks such as heat stress.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[254]
climate migration
main article: climate migration
low-lying islands and coastal communities are threatened by sea level rise, which makes urban flooding more common."	True	True	True	True	False	False	False	True	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	sometimes, land is permanently lost to the sea.	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[255] this could lead to statelessness for people in island nations, such as the maldives and tuvalu.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[256] in some regions, the rise in temperature and humidity may be too severe for humans to adapt to.	False	True	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[257] with worst-case climate change, models project that almost one-third of humanity might live in sahara-like uninhabitable and extremely hot climates.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[258]
these factors can drive climate or environmental migration, within and between countries."	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[11] more people are expected to be displaced because of sea level rise, extreme weather and conflict from increased competition over natural resources.	True	True	True	True	False	False	False	True	True	True	False	True	False	True	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"climate change may also increase vulnerability, leading to ""trapped populations"" who are not able to move due to a lack of resources."	False	True	True	True	False	False	False	False	True	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[259]
climate change impacts on people
    environmental migration."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	sparser rainfall leads to desertification that harms agriculture and can displace populations.	True	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	shown: telly, mali (2008).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[260]
    environmental migration."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	sparser rainfall leads to desertification that harms agriculture and can displace populations.	True	True	False	True	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	shown: telly, mali (2008).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[260]
    agricultural changes."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	droughts, rising temperatures, and extreme weather negatively impact agriculture.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	shown: texas, us (2013).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[261]
    agricultural changes."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	droughts, rising temperatures, and extreme weather negatively impact agriculture.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	shown: texas, us (2013).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[261]
    tidal flooding."	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	sea-level rise increases flooding in low-lying coastal regions.	True	True	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	shown: venice, italy (2004).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[262]
    tidal flooding."	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	sea-level rise increases flooding in low-lying coastal regions.	True	True	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	shown: venice, italy (2004).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[262]
    storm intensification."	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	bangladesh after cyclone sidr (2007) is an example of catastrophic flooding from increased rainfall.	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[263]
    storm intensification."	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	bangladesh after cyclone sidr (2007) is an example of catastrophic flooding from increased rainfall.	True	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[263]
    heat wave intensification."	False	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	events like the 2022 southern cone heat wave are becoming more common.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[264]
    heat wave intensification."	False	False	True	True	False	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	events like the 2022 southern cone heat wave are becoming more common.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[264]
reducing and recapturing emissions
main article: climate change mitigation
global greenhouse gas emission scenarios, based on policies and pledges as of november 2021."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	climate change can be mitigated by reducing the rate at which greenhouse gases are emitted into the atmosphere, and by increasing the rate at which carbon dioxide is removed from the atmosphere.	False	True	True	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[265] in order to limit global warming to less than 1.5 â°c global greenhouse gas emissions needs to be net-zero by 2050, or by 2070 with a 2 â°c target.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[85] this requires far-reaching, systemic changes on an unprecedented scale in energy, land, cities, transport, buildings, and industry.	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[266]
the united nations environment programme estimates that countries need to triple their pledges under the paris agreement within the next decade to limit global warming to 2 â°c."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	an even greater level of reduction is required to meet the 1.5 â°c goal.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[267] with pledges made under the paris agreement as of october 2021, global warming would still have a 66% chance of reaching about 2.7 â°c (range: 2.2â3.2 â°c) by the end of the century.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[20] globally, limiting warming to 2 â°c may result in higher economic benefits than economic costs.	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[268]
although there is no single pathway to limit global warming to 1.5 or 2 â°c,[269] most scenarios and strategies see a major increase in the use of renewable energy in combination with increased energy efficiency measures to generate the needed greenhouse gas reductions."	False	True	True	True	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[270] to reduce pressures on ecosystems and enhance their carbon sequestration capabilities, changes would also be necessary in agriculture and forestry,[271] such as preventing deforestation and restoring natural ecosystems by reforestation.	False	True	False	False	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	"[272]
other approaches to mitigating climate change have a higher level of risk."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	scenarios that limit global warming to 1.5 â°c typically project the large-scale use of carbon dioxide removal methods over the 21st century.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[273] there are concerns, though, about over-reliance on these technologies, and environmental impacts.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[274] solar radiation modification (srm) is also a possible supplement to deep reductions in emissions.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	however, srm raises significant ethical and legal concerns, and the risks are imperfectly understood.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[275]
clean energy
main articles: sustainable energy and sustainable transport
coal, oil, and natural gas remain the primary global energy sources even as renewables have begun rapidly increasing."	False	False	True	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	"[276]
wind and solar power, germany
renewable energy is key to limiting climate change."	True	True	False	True	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiClimate_change	[277] for decades, fossil fuels have accounted for roughly 80% of the world's energy use.	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[278] the remaining share has been split between nuclear power and renewables (including hydropower, bioenergy, wind and solar power and geothermal energy).	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
wikiClimate_change	[279] fossil fuel use is expected to peak in absolute terms prior to 2030 and then to decline, with coal use experiencing the sharpest reductions.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiClimate_change	[280] renewables represented 75% of all new electricity generation installed in 2019, nearly all solar and wind.	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	False
